variable,dataset,tipo,descripcion,unidad,aditiva_o_tasa,nivel_educativo,sector,ambito,posible_dimension_proyecto,observaciones_metodologicas
nopromo_1314,trayectoria,Int64,No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
nopromo_20,trayectoria,Int64,No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_1,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_2,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_3,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_4,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_5,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_6,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_7,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_8,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_9,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_10,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_11,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_12,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_1314,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_nopromo_20,trayectoria,Int64,Mujeres: No promovidos en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_1,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_2,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_3,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_4,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_5,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_6,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_7,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_8,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_9,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_10,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_11,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_12,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_1314,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
regulares_20,trayectoria,Int64,Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_1,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_2,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_3,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_4,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_5,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_6,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_7,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_8,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_9,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_10,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_11,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_12,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_1314,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_regulares_20,trayectoria,Int64,Mujeres: Regulares en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_1,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_2,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_3,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_4,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_5,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_6,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_7,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_8,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_9,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_10,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_11,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_12,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_1314,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
otros_20,trayectoria,Int64,Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_1,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_2,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_3,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_4,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_5,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_6,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_7,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_8,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_9,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_10,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_11,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_12,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_1314,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
m_otros_20,trayectoria,Int64,Mujeres: Otros en el ano/categoria indicada,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Permanencia; Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
primaria_egresados,trayectoria,Int64,Egresados de primaria,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
primaria_m_egresados,trayectoria,Int64,"Egresados de primaria, mujeres",estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
secundaria_egresados,trayectoria,Int64,Egresados de secundaria,estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
secundaria_m_egresados,trayectoria,Int64,"Egresados de secundaria, mujeres",estudiantes,aditiva,no aplica,desagregada por sector,desagregada por ambito,Trayectoria,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
provincia_nombre_fuente,trayectoria,string,Provincia informada por la fuente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_nombre_fuente,trayectoria,string,Departamento informado por la fuente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
provincia_clave_fuente,trayectoria,object,Nombre normalizado para correspondencia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_clave_fuente,trayectoria,object,Nombre normalizado para correspondencia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
provincia_id,trayectoria,string,Identificador GeoRef de provincia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
provincia_nombre,trayectoria,string,Nombre oficial GeoRef de provincia,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_id,trayectoria,string,Identificador nacional GeoRef de departamento o equivalente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
departamento_nombre,trayectoria,string,Nombre GeoRef de departamento o equivalente,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
clave_territorial,trayectoria,string,Clave interna provincia-departamento,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
match_metodo,trayectoria,string,Metodo documentado de correspondencia territorial,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
dataset,caracteristicas,object,Nombre interno de la base,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
anio,caracteristicas,int64,Ano del relevamiento,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
url_origen,caracteristicas,object,URL de origen,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
fecha_descarga,caracteristicas,object,Fecha de descarga,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
sector,caracteristicas,string,Sector de gestion,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
ambito,caracteristicas,string,Ambito urbano o rural,no aplica,no aplica,no aplica,desagregada por sector,desagregada por ambito,Trazabilidad,No usar sustantivamente hasta confirmar la definicion oficial.
localizacion,caracteristicas,Int64,Cantidad de localizaciones educativas,localizaciones,aditiva,no aplica,desagregada por sector,desagregada por ambito,Acceso; Equidad,Definicion basada en el diccionario oficial RA 2025; conservar el grano sector-ambito.
electricidadsi,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
electricidadredpublica,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
electricidadgrupoelectrogeno,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
electricidadpanelfotovoltaicosolar,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
electricidadgeneradoreolico,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
electricidadgeneradorhidraulico,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
electricidadotro,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientotelevisor,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientosistemamultimediaocanon,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientoscanner,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientowebcam,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientotelefonointeligente,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientoimpresora,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientoequipoemisorderadioamfm,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientoequiporeceptorderadioamfm,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientoservidorparausoescolar,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientoimpresora3d,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientoequipodesonido,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientoestablecimientopizarrasdigitales,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecatelevisor,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecasistemamultimediaocanon,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecascanner,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecawebcam,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecatelefonointeligente,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecaimpresora,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecaequipoemisorderadioamfm,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecaequiporeceptorderadioamfm,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecaservidorparausoescolar,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecaimpresora3d,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecaequipodesonido,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
equipamientobibliotecapizarrasdigitales,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeserviciogratuitoestado,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
internettipodeserviciogratuitootro,caracteristicas,Int64,definicion por verificar,definicion por verificar,definicion por verificar,no aplica,desagregada por sector,desagregada por ambito,por verificar,No usar sustantivamente hasta confirmar la definicion oficial.
